Manufacturer,Model,Price,Fuel Type,Vehicle Chassis
hyundai,IONIQ 6,729,Elektriciteit,Sedan
hyundai,IONIQ 6,809,Elektriciteit,Sedan
hyundai,Tucson,819,Hybride benzine,SUV
hyundai,Tucson,844,Hybride benzine,SUV
hyundai,Tucson,869,Hybride benzine,SUV
hyundai,Tucson,919,Hybride benzine,SUV
hyundai,Tucson,1019,Hybride benzine,SUV
hyundai,Tucson,769,Hybride benzine,SUV
hyundai,Tucson,794,Hybride benzine,SUV
hyundai,Tucson,819,Hybride benzine,SUV
hyundai,Tucson,869,Hybride benzine,SUV
hyundai,Tucson,969,Hybride benzine,SUV
hyundai,Tucson,724,Hybride benzine,SUV
hyundai,Tucson,749,Hybride benzine,SUV
hyundai,Tucson,774,Hybride benzine,SUV
hyundai,Tucson,824,Hybride benzine,SUV
hyundai,Tucson,924,Hybride benzine,SUV
hyundai,Tucson,679,Hybride benzine,SUV
hyundai,Tucson,704,Hybride benzine,SUV
hyundai,Tucson,729,Hybride benzine,SUV
hyundai,Tucson,779,Hybride benzine,SUV
hyundai,Tucson,879,Hybride benzine,SUV
hyundai,Tucson,634,Hybride benzine,SUV
hyundai,Tucson,659,Hybride benzine,SUV
hyundai,Tucson,684,Hybride benzine,SUV
hyundai,Tucson,734,Hybride benzine,SUV
hyundai,Tucson,834,Hybride benzine,SUV
hyundai,Tucson,616,Hybride benzine,SUV
hyundai,Tucson,641,Hybride benzine,SUV
hyundai,Tucson,666,Hybride benzine,SUV
hyundai,Tucson,716,Hybride benzine,SUV
hyundai,Tucson,816,Hybride benzine,SUV
hyundai,Tucson,599,Hybride benzine,SUV
hyundai,Tucson,624,Hybride benzine,SUV
hyundai,Tucson,649,Hybride benzine,SUV
hyundai,Tucson,699,Hybride benzine,SUV
hyundai,Tucson,799,Hybride benzine,SUV
tesla,Model Y,831,Elektriciteit,SUV
tesla,Model Y,901,Elektriciteit,SUV
tesla,Model Y,971,Elektriciteit,SUV
tesla,Model Y,1131,Elektriciteit,SUV
tesla,Model Y,1356,Elektriciteit,SUV
tesla,Model Y,787,Elektriciteit,SUV
tesla,Model Y,857,Elektriciteit,SUV
tesla,Model Y,927,Elektriciteit,SUV
tesla,Model Y,1087,Elektriciteit,SUV
tesla,Model Y,1312,Elektriciteit,SUV
tesla,Model Y,743,Elektriciteit,SUV
tesla,Model Y,813,Elektriciteit,SUV
tesla,Model Y,883,Elektriciteit,SUV
tesla,Model Y,1043,Elektriciteit,SUV
tesla,Model Y,1268,Elektriciteit,SUV
tesla,Model Y,699,Elektriciteit,SUV
tesla,Model Y,769,Elektriciteit,SUV
tesla,Model Y,839,Elektriciteit,SUV
tesla,Model Y,999,Elektriciteit,SUV
tesla,Model Y,1224,Elektriciteit,SUV
tesla,Model Y,655,Elektriciteit,SUV
tesla,Model Y,725,Elektriciteit,SUV
tesla,Model Y,795,Elektriciteit,SUV
tesla,Model Y,955,Elektriciteit,SUV
tesla,Model Y,1180,Elektriciteit,SUV
nissan,Leaf,494,Elektriciteit,Hatchback
nissan,Leaf,514,Elektriciteit,Hatchback
nissan,Leaf,554,Elektriciteit,Hatchback
nissan,Leaf,624,Elektriciteit,Hatchback
nissan,Leaf,739,Elektriciteit,Hatchback
nissan,Leaf,459,Elektriciteit,Hatchback
nissan,Leaf,479,Elektriciteit,Hatchback
nissan,Leaf,519,Elektriciteit,Hatchback
nissan,Leaf,589,Elektriciteit,Hatchback
nissan,Leaf,704,Elektriciteit,Hatchback
nissan,Leaf,424,Elektriciteit,Hatchback
nissan,Leaf,444,Elektriciteit,Hatchback
nissan,Leaf,484,Elektriciteit,Hatchback
nissan,Leaf,554,Elektriciteit,Hatchback
nissan,Leaf,669,Elektriciteit,Hatchback
nissan,Leaf,394,Elektriciteit,Hatchback
nissan,Leaf,414,Elektriciteit,Hatchback
nissan,Leaf,454,Elektriciteit,Hatchback
nissan,Leaf,524,Elektriciteit,Hatchback
nissan,Leaf,639,Elektriciteit,Hatchback
nissan,Leaf,364,Elektriciteit,Hatchback
nissan,Leaf,384,Elektriciteit,Hatchback
nissan,Leaf,424,Elektriciteit,Hatchback
nissan,Leaf,494,Elektriciteit,Hatchback
nissan,Leaf,609,Elektriciteit,Hatchback
nissan,Leaf,349,Elektriciteit,Hatchback
nissan,Leaf,369,Elektriciteit,Hatchback
nissan,Leaf,409,Elektriciteit,Hatchback
nissan,Leaf,479,Elektriciteit,Hatchback
nissan,Leaf,594,Elektriciteit,Hatchback
nissan,Leaf,334,Elektriciteit,Hatchback
nissan,Leaf,354,Elektriciteit,Hatchback
nissan,Leaf,394,Elektriciteit,Hatchback
nissan,Leaf,464,Elektriciteit,Hatchback
nissan,Leaf,579,Elektriciteit,Hatchback
tesla,Model 3,679,Elektriciteit,Sedan
tesla,Model 3,719,Elektriciteit,Sedan
tesla,Model 3,799,Elektriciteit,Sedan
tesla,Model 3,1039,Elektriciteit,Sedan
tesla,Model 3,1339,Elektriciteit,Sedan
tesla,Model 3,639,Elektriciteit,Sedan
tesla,Model 3,679,Elektriciteit,Sedan
tesla,Model 3,759,Elektriciteit,Sedan
tesla,Model 3,999,Elektriciteit,Sedan
tesla,Model 3,1299,Elektriciteit,Sedan
tesla,Model 3,599,Elektriciteit,Sedan
tesla,Model 3,639,Elektriciteit,Sedan
tesla,Model 3,719,Elektriciteit,Sedan
tesla,Model 3,959,Elektriciteit,Sedan
tesla,Model 3,1259,Elektriciteit,Sedan
tesla,Model 3,559,Elektriciteit,Sedan
tesla,Model 3,599,Elektriciteit,Sedan
tesla,Model 3,679,Elektriciteit,Sedan
tesla,Model 3,919,Elektriciteit,Sedan
tesla,Model 3,1219,Elektriciteit,Sedan
tesla,Model 3,519,Elektriciteit,Sedan
tesla,Model 3,559,Elektriciteit,Sedan
tesla,Model 3,639,Elektriciteit,Sedan
tesla,Model 3,879,Elektriciteit,Sedan
tesla,Model 3,1179,Elektriciteit,Sedan
tesla,Model 3,499,Elektriciteit,Sedan
tesla,Model 3,539,Elektriciteit,Sedan
tesla,Model 3,619,Elektriciteit,Sedan
tesla,Model 3,859,Elektriciteit,Sedan
tesla,Model 3,1159,Elektriciteit,Sedan
tesla,Model 3,479,Elektriciteit,Sedan
tesla,Model 3,519,Elektriciteit,Sedan
tesla,Model 3,599,Elektriciteit,Sedan
tesla,Model 3,839,Elektriciteit,Sedan
tesla,Model 3,1139,Elektriciteit,Sedan
tesla,Model 3,694,Elektriciteit,Sedan
tesla,Model 3,734,Elektriciteit,Sedan
tesla,Model 3,814,Elektriciteit,Sedan
tesla,Model 3,1054,Elektriciteit,Sedan
tesla,Model 3,1354,Elektriciteit,Sedan
tesla,Model 3,654,Elektriciteit,Sedan
tesla,Model 3,694,Elektriciteit,Sedan
tesla,Model 3,774,Elektriciteit,Sedan
tesla,Model 3,1014,Elektriciteit,Sedan
tesla,Model 3,1314,Elektriciteit,Sedan
tesla,Model 3,614,Elektriciteit,Sedan
tesla,Model 3,654,Elektriciteit,Sedan
tesla,Model 3,734,Elektriciteit,Sedan
tesla,Model 3,974,Elektriciteit,Sedan
tesla,Model 3,1274,Elektriciteit,Sedan
tesla,Model 3,574,Elektriciteit,Sedan
tesla,Model 3,614,Elektriciteit,Sedan
tesla,Model 3,694,Elektriciteit,Sedan
tesla,Model 3,934,Elektriciteit,Sedan
tesla,Model 3,1234,Elektriciteit,Sedan
tesla,Model 3,534,Elektriciteit,Sedan
tesla,Model 3,574,Elektriciteit,Sedan
tesla,Model 3,654,Elektriciteit,Sedan
tesla,Model 3,894,Elektriciteit,Sedan
tesla,Model 3,1194,Elektriciteit,Sedan
tesla,Model 3,514,Elektriciteit,Sedan
tesla,Model 3,554,Elektriciteit,Sedan
tesla,Model 3,634,Elektriciteit,Sedan
tesla,Model 3,874,Elektriciteit,Sedan
tesla,Model 3,1174,Elektriciteit,Sedan
tesla,Model 3,494,Elektriciteit,Sedan
tesla,Model 3,534,Elektriciteit,Sedan
tesla,Model 3,614,Elektriciteit,Sedan
tesla,Model 3,854,Elektriciteit,Sedan
tesla,Model 3,1154,Elektriciteit,Sedan
tesla,Model S,809,Elektriciteit,Hatchback
tesla,Model S,929,Elektriciteit,Hatchback
tesla,Model S,1169,Elektriciteit,Hatchback
tesla,Model S,1789,Elektriciteit,Hatchback
tesla,Model S,759,Elektriciteit,Hatchback
tesla,Model S,879,Elektriciteit,Hatchback
tesla,Model S,1119,Elektriciteit,Hatchback
tesla,Model S,1739,Elektriciteit,Hatchback
tesla,Model S,709,Elektriciteit,Hatchback
tesla,Model S,829,Elektriciteit,Hatchback
tesla,Model S,1069,Elektriciteit,Hatchback
tesla,Model S,1689,Elektriciteit,Hatchback
tesla,Model S,659,Elektriciteit,Hatchback
tesla,Model S,779,Elektriciteit,Hatchback
tesla,Model S,1019,Elektriciteit,Hatchback
tesla,Model S,1639,Elektriciteit,Hatchback
tesla,Model S,609,Elektriciteit,Hatchback
tesla,Model S,729,Elektriciteit,Hatchback
tesla,Model S,969,Elektriciteit,Hatchback
tesla,Model S,1589,Elektriciteit,Hatchback
tesla,Model S,584,Elektriciteit,Hatchback
tesla,Model S,704,Elektriciteit,Hatchback
tesla,Model S,944,Elektriciteit,Hatchback
tesla,Model S,1564,Elektriciteit,Hatchback
tesla,Model S,559,Elektriciteit,Hatchback
tesla,Model S,679,Elektriciteit,Hatchback
tesla,Model S,919,Elektriciteit,Hatchback
tesla,Model S,1539,Elektriciteit,Hatchback
tesla,Model S,819,Elektriciteit,Hatchback
tesla,Model S,939,Elektriciteit,Hatchback
tesla,Model S,1179,Elektriciteit,Hatchback
tesla,Model S,1799,Elektriciteit,Hatchback
tesla,Model S,769,Elektriciteit,Hatchback
tesla,Model S,889,Elektriciteit,Hatchback
tesla,Model S,1129,Elektriciteit,Hatchback
tesla,Model S,1749,Elektriciteit,Hatchback
tesla,Model S,719,Elektriciteit,Hatchback
tesla,Model S,839,Elektriciteit,Hatchback
tesla,Model S,1079,Elektriciteit,Hatchback
tesla,Model S,1699,Elektriciteit,Hatchback
tesla,Model S,669,Elektriciteit,Hatchback
tesla,Model S,789,Elektriciteit,Hatchback
tesla,Model S,1029,Elektriciteit,Hatchback
tesla,Model S,1649,Elektriciteit,Hatchback
tesla,Model S,619,Elektriciteit,Hatchback
tesla,Model S,739,Elektriciteit,Hatchback
tesla,Model S,979,Elektriciteit,Hatchback
tesla,Model S,1599,Elektriciteit,Hatchback
tesla,Model S,594,Elektriciteit,Hatchback
tesla,Model S,714,Elektriciteit,Hatchback
tesla,Model S,954,Elektriciteit,Hatchback
tesla,Model S,1574,Elektriciteit,Hatchback
tesla,Model S,569,Elektriciteit,Hatchback
tesla,Model S,689,Elektriciteit,Hatchback
tesla,Model S,929,Elektriciteit,Hatchback
tesla,Model S,1549,Elektriciteit,Hatchback
tesla,Model S,954,Elektriciteit,Hatchback
tesla,Model S,1074,Elektriciteit,Hatchback
tesla,Model S,1314,Elektriciteit,Hatchback
tesla,Model S,1934,Elektriciteit,Hatchback
tesla,Model S,904,Elektriciteit,Hatchback
tesla,Model S,1024,Elektriciteit,Hatchback
tesla,Model S,1264,Elektriciteit,Hatchback
tesla,Model S,1884,Elektriciteit,Hatchback
tesla,Model S,854,Elektriciteit,Hatchback
tesla,Model S,974,Elektriciteit,Hatchback
tesla,Model S,1214,Elektriciteit,Hatchback
tesla,Model S,1834,Elektriciteit,Hatchback
tesla,Model S,804,Elektriciteit,Hatchback
tesla,Model S,924,Elektriciteit,Hatchback
tesla,Model S,1164,Elektriciteit,Hatchback
tesla,Model S,1784,Elektriciteit,Hatchback
tesla,Model S,754,Elektriciteit,Hatchback
tesla,Model S,874,Elektriciteit,Hatchback
tesla,Model S,1114,Elektriciteit,Hatchback
tesla,Model S,1734,Elektriciteit,Hatchback
tesla,Model S,729,Elektriciteit,Hatchback
tesla,Model S,849,Elektriciteit,Hatchback
tesla,Model S,1089,Elektriciteit,Hatchback
tesla,Model S,1709,Elektriciteit,Hatchback
tesla,Model S,704,Elektriciteit,Hatchback
tesla,Model S,824,Elektriciteit,Hatchback
tesla,Model S,1064,Elektriciteit,Hatchback
tesla,Model S,1684,Elektriciteit,Hatchback
tesla,Model S,834,Elektriciteit,Hatchback
tesla,Model S,954,Elektriciteit,Hatchback
tesla,Model S,1194,Elektriciteit,Hatchback
tesla,Model S,1814,Elektriciteit,Hatchback
tesla,Model S,784,Elektriciteit,Hatchback
tesla,Model S,904,Elektriciteit,Hatchback
tesla,Model S,1144,Elektriciteit,Hatchback
tesla,Model S,1764,Elektriciteit,Hatchback
tesla,Model S,734,Elektriciteit,Hatchback
tesla,Model S,854,Elektriciteit,Hatchback
tesla,Model S,1094,Elektriciteit,Hatchback
tesla,Model Y,637,Elektriciteit,SUV
tesla,Model Y,707,Elektriciteit,SUV
tesla,Model Y,777,Elektriciteit,SUV
tesla,Model Y,937,Elektriciteit,SUV
tesla,Model Y,1162,Elektriciteit,SUV
tesla,Model Y,619,Elektriciteit,SUV
tesla,Model Y,689,Elektriciteit,SUV
tesla,Model Y,759,Elektriciteit,SUV
tesla,Model Y,919,Elektriciteit,SUV
tesla,Model Y,1144,Elektriciteit,SUV
tesla,Model 3,793,Elektriciteit,Sedan
tesla,Model 3,863,Elektriciteit,Sedan
tesla,Model 3,933,Elektriciteit,Sedan
tesla,Model 3,1073,Elektriciteit,Sedan
tesla,Model 3,1273,Elektriciteit,Sedan
tesla,Model 3,751,Elektriciteit,Sedan
tesla,Model 3,821,Elektriciteit,Sedan
tesla,Model 3,891,Elektriciteit,Sedan
tesla,Model 3,1031,Elektriciteit,Sedan
tesla,Model 3,1231,Elektriciteit,Sedan
tesla,Model 3,709,Elektriciteit,Sedan
tesla,Model 3,779,Elektriciteit,Sedan
tesla,Model 3,849,Elektriciteit,Sedan
tesla,Model 3,989,Elektriciteit,Sedan
tesla,Model 3,1189,Elektriciteit,Sedan
tesla,Model 3,667,Elektriciteit,Sedan
tesla,Model 3,737,Elektriciteit,Sedan
tesla,Model 3,807,Elektriciteit,Sedan
tesla,Model 3,947,Elektriciteit,Sedan
tesla,Model 3,1147,Elektriciteit,Sedan
tesla,Model 3,625,Elektriciteit,Sedan
tesla,Model 3,695,Elektriciteit,Sedan
tesla,Model 3,765,Elektriciteit,Sedan
tesla,Model 3,905,Elektriciteit,Sedan
tesla,Model 3,1105,Elektriciteit,Sedan
tesla,Model 3,607,Elektriciteit,Sedan
tesla,Model 3,677,Elektriciteit,Sedan
tesla,Model 3,747,Elektriciteit,Sedan
tesla,Model 3,887,Elektriciteit,Sedan
tesla,Model 3,1087,Elektriciteit,Sedan
tesla,Model 3,589,Elektriciteit,Sedan
tesla,Model 3,659,Elektriciteit,Sedan
tesla,Model 3,729,Elektriciteit,Sedan
tesla,Model 3,869,Elektriciteit,Sedan
tesla,Model 3,1069,Elektriciteit,Sedan
peugeot,e-3008,807,Elektriciteit,SUV
peugeot,e-3008,867,Elektriciteit,SUV
peugeot,e-3008,819,Elektriciteit,SUV
peugeot,e-3008,1047,Elektriciteit,SUV
peugeot,e-3008,1207,Elektriciteit,SUV
peugeot,e-3008,763,Elektriciteit,SUV
peugeot,e-3008,823,Elektriciteit,SUV
peugeot,e-3008,775,Elektriciteit,SUV
peugeot,e-3008,1003,Elektriciteit,SUV
peugeot,e-3008,1163,Elektriciteit,SUV
peugeot,e-3008,719,Elektriciteit,SUV
peugeot,e-3008,779,Elektriciteit,SUV
peugeot,e-3008,731,Elektriciteit,SUV
peugeot,e-3008,959,Elektriciteit,SUV
peugeot,e-3008,1119,Elektriciteit,SUV
peugeot,e-3008,675,Elektriciteit,SUV
peugeot,e-3008,735,Elektriciteit,SUV
peugeot,e-3008,687,Elektriciteit,SUV
peugeot,e-3008,915,Elektriciteit,SUV
peugeot,e-3008,1075,Elektriciteit,SUV
peugeot,e-3008,631,Elektriciteit,SUV
peugeot,e-3008,691,Elektriciteit,SUV
peugeot,e-3008,643,Elektriciteit,SUV
peugeot,e-3008,871,Elektriciteit,SUV
peugeot,e-3008,1031,Elektriciteit,SUV
peugeot,e-3008,615,Elektriciteit,SUV
peugeot,e-3008,675,Elektriciteit,SUV
peugeot,e-3008,627,Elektriciteit,SUV
peugeot,e-3008,855,Elektriciteit,SUV
peugeot,e-3008,1015,Elektriciteit,SUV
peugeot,e-3008,599,Elektriciteit,SUV
peugeot,e-3008,659,Elektriciteit,SUV
peugeot,e-3008,611,Elektriciteit,SUV
peugeot,e-3008,839,Elektriciteit,SUV
peugeot,e-3008,999,Elektriciteit,SUV
mazda,MX-5 Roadster,734,Benzine,Cabriolet
mazda,MX-5 Roadster,764,Benzine,Cabriolet
mazda,MX-5 Roadster,794,Benzine,Cabriolet
mazda,MX-5 Roadster,854,Benzine,Cabriolet
mazda,MX-5 Roadster,959,Benzine,Cabriolet
mazda,MX-5 Roadster,686,Benzine,Cabriolet
mazda,MX-5 Roadster,716,Benzine,Cabriolet
mazda,MX-5 Roadster,746,Benzine,Cabriolet
mazda,MX-5 Roadster,806,Benzine,Cabriolet
mazda,MX-5 Roadster,911,Benzine,Cabriolet
mazda,MX-5 Roadster,638,Benzine,Cabriolet
mazda,MX-5 Roadster,668,Benzine,Cabriolet
mazda,MX-5 Roadster,698,Benzine,Cabriolet
mazda,MX-5 Roadster,758,Benzine,Cabriolet
mazda,MX-5 Roadster,863,Benzine,Cabriolet
mazda,MX-5 Roadster,590,Benzine,Cabriolet
mazda,MX-5 Roadster,620,Benzine,Cabriolet
mazda,MX-5 Roadster,650,Benzine,Cabriolet
mazda,MX-5 Roadster,710,Benzine,Cabriolet
mazda,MX-5 Roadster,815,Benzine,Cabriolet
mazda,MX-5 Roadster,542,Benzine,Cabriolet
mazda,MX-5 Roadster,572,Benzine,Cabriolet
mazda,MX-5 Roadster,602,Benzine,Cabriolet
mazda,MX-5 Roadster,662,Benzine,Cabriolet
mazda,MX-5 Roadster,767,Benzine,Cabriolet
mazda,MX-5 Roadster,528,Benzine,Cabriolet
mazda,MX-5 Roadster,558,Benzine,Cabriolet
mazda,MX-5 Roadster,588,Benzine,Cabriolet
mazda,MX-5 Roadster,648,Benzine,Cabriolet
mazda,MX-5 Roadster,753,Benzine,Cabriolet
mazda,MX-5 Roadster,514,Benzine,Cabriolet
mazda,MX-5 Roadster,544,Benzine,Cabriolet
mazda,MX-5 Roadster,574,Benzine,Cabriolet
mazda,MX-5 Roadster,634,Benzine,Cabriolet
mazda,MX-5 Roadster,739,Benzine,Cabriolet
mazda,CX-5,793,Benzine,SUV
mazda,CX-5,823,Benzine,SUV
mazda,CX-5,853,Benzine,SUV
mazda,CX-5,913,Benzine,SUV
mazda,CX-5,993,Benzine,SUV
mazda,CX-5,745,Benzine,SUV
mazda,CX-5,775,Benzine,SUV
mazda,CX-5,805,Benzine,SUV
mazda,CX-5,865,Benzine,SUV
mazda,CX-5,945,Benzine,SUV
mazda,CX-5,697,Benzine,SUV
mazda,CX-5,727,Benzine,SUV
mazda,CX-5,757,Benzine,SUV
mazda,CX-5,817,Benzine,SUV
mazda,CX-5,897,Benzine,SUV
mazda,CX-5,649,Benzine,SUV
mazda,CX-5,679,Benzine,SUV
mazda,CX-5,709,Benzine,SUV
mazda,CX-5,769,Benzine,SUV
mazda,CX-5,849,Benzine,SUV
mazda,CX-5,601,Benzine,SUV
mazda,CX-5,631,Benzine,SUV
mazda,CX-5,661,Benzine,SUV
mazda,CX-5,721,Benzine,SUV
mazda,CX-5,801,Benzine,SUV
mazda,CX-5,585,Benzine,SUV
mazda,CX-5,615,Benzine,SUV
mazda,CX-5,645,Benzine,SUV
mazda,CX-5,705,Benzine,SUV
mazda,CX-5,785,Benzine,SUV
mazda,CX-5,569,Benzine,SUV
mazda,CX-5,599,Benzine,SUV
mazda,CX-5,629,Benzine,SUV
mazda,CX-5,689,Benzine,SUV
mazda,CX-5,769,Benzine,SUV
lynk--co,01,814,PHEV benzine,SUV
lynk--co,01,834,PHEV benzine,SUV
lynk--co,01,854,PHEV benzine,SUV
lynk--co,01,894,PHEV benzine,SUV
lynk--co,01,954,PHEV benzine,SUV
lynk--co,01,762,PHEV benzine,SUV
lynk--co,01,782,PHEV benzine,SUV
lynk--co,01,802,PHEV benzine,SUV
lynk--co,01,842,PHEV benzine,SUV
lynk--co,01,902,PHEV benzine,SUV
lynk--co,01,710,PHEV benzine,SUV
lynk--co,01,730,PHEV benzine,SUV
lynk--co,01,750,PHEV benzine,SUV
lynk--co,01,790,PHEV benzine,SUV
lynk--co,01,850,PHEV benzine,SUV
lynk--co,01,658,PHEV benzine,SUV
lynk--co,01,678,PHEV benzine,SUV
lynk--co,01,698,PHEV benzine,SUV
lynk--co,01,738,PHEV benzine,SUV
lynk--co,01,798,PHEV benzine,SUV
